equipment_id;serial_number;name;station_code;category;manufacture;type;sampling_rate;input;installation_date;calibration_date;firmware_version;description;technician;status;supplier
PSP-TKUN-2023-2;;Tipe 2 Panel;TKUN;Sistem Power;;;;;;;;;;active;
SA-TKUN-2017;130;Accelerometer;TKUN;Sensor;Nanometrics;TitanOpen;;;2017-09-16;;;;;active;
CIM-TLCM-2019;2302;Modem Transceiver;TLCM;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2019-10-01;;;;;active;
COF-TLCM-2023;;Feed;TLCM;Sistem Komunikasi;;;;;;;;;;active;
COR-TLCM-2019;1901-N22618-00141;LNB;TLCM;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-TLCM-2019;A00759A84;SSPB;TLCM;Sistem Komunikasi;Norsat;NJT8102;;;2019-10-01;;;;;active;
COV-TLCM-2023;;VSAT Antenna;TLCM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-TLCM-2019;;GPS Receiver;TLCM;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
PB-TLCM-2023;;Baterai;TLCM;Sistem Power;EverExceed;ES200;;;;;;;;active;
PC-TLCM-2019;398;Charger;TLCM;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-TLCM-2023;;Tipe 1 Panel;TLCM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-TLCM-2023-2;;Tipe 2 Panel;TLCM;Sistem Power;;;;;;;;;;active;
SS-TLCM-2019;7254;Seismometer;TLCM;Sensor;Nanometrics;Trillium-Compact;40 Hz;40 Vpp;2019-10-01;;;;;active;
CIM-TLE2-2018;192790;Modem Transceiver;TLE2;Sistem Komunikasi;IDirect;Evolution-X3;;;2018-11-19;;;;;active;
CIS-TLE2-2023;2181C16016048;Switch;TLE2;Sistem Komunikasi;TP-Link;TL-SF1005D;;;;;;;;active;
COF-TLE2-2023;;Feed;TLE2;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-TLE2-2018;A05174A3Y;LNB;TLE2;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-11-19;;;;;active;
COV-TLE2-2023;;VSAT Antenna;TLE2;Sistem Komunikasi;Skyware;1.8M Antenna RX/TX C-Band Class I;;;;;;;;active;
CBM-TMPI-2022;1.47E+12;Modem;TMPI;Sistem Komunikasi;Robustel;R2000-4L;;;2022-10-28;;;;;active;
CIS-TMPI-2023;CN97HDD7F3;Switch;TMPI;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-TMPI-2016;3814;Digitizer;TMPI;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2016-10-10;;;;;active;
M-TMPI-2023;;Storage Media;TMPI;Storage Media;SanDisk;Compact-Flash;;;;;;;;active;
SA-TMPI-2016;850;Accelerometer;TMPI;Sensor;Nanometrics;TitanOpen;;;2016-10-10;;;;;active;
CIM-TMSI-2014;522;Modem Transceiver;TMSI;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2014-10-22;;;;;active;
COF-TMSI-2023;;Feed;TMSI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-TMSI-2013;23N135901316;LNB;TMSI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2013-01-01;;;;;active;
COT-TMSI-2013;A03116E23;SSPB;TMSI;Sistem Komunikasi;New Japan Radio;NJT-5667-2W;;;2013-01-01;;;;;active;
COV-TMSI-2023;;VSAT Antenna;TMSI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-TMSI-2013;613;Digitizer;TMSI;Data Logger;Nanometrics;Trident-305;40 Hz;40 Vpp;2013-01-01;;;;;active;
D-TMSI-2023;;Digitizer;TMSI;Data Logger;;;;;;;;;;active;
GPB-TMSI-2023;;GPS Board;TMSI;GPS;;;;;;;;;;active;
GPR-TMSI-2021;29990403;GPS Receiver;TMSI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2021-04-21;;;;;active;
M-TMSI-2023;;Storage Media;TMSI;Storage Media;;;;;;;;;;active;
PB-TMSI-2021;;Baterai;TMSI;Sistem Power;Haze;HZY-SL12-70J;;;2021-04-21;;;;;active;
PC-TMSI-2013;1161;Charger;TMSI;Sistem Power;Nanometrics;SolarRegulator;;;2013-01-01;;;;;active;
PSP-TMSI-2023;;Tipe 1 Panel;TMSI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-TMSI-2023-2;;Tipe 2 Panel;TMSI;Sistem Power;;;;;;;;;;active;
SA-TMSI-2023;;Accelerometer;TMSI;Sensor;;;;;;;;;;active;
SS-TMSI-2013;1573;Seismometer;TMSI;Sensor;Nanometrics;Trillium-120P;;;2013-01-01;;;;;active;
CBM-TMSM-2023;1122442937;Modem;TMSM;Sistem Komunikasi;Teltonika;;;;;;;;;active;
CIM-TMSM-2019;2378;Modem Transceiver;TMSM;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2019-10-01;;;;;active;
COF-TMSM-2023;;Feed;TMSM;Sistem Komunikasi;;;;;;;;;;active;
COR-TMSM-2019;1901-N22618-00040;LNB;TMSM;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-TMSM-2019;A00825A85;SSPB;TMSM;Sistem Komunikasi;Norsat;NJT8102;;;2019-10-01;;;;;active;
COV-TMSM-2023;;VSAT Antenna;TMSM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-TMSM-2019;;GPS Receiver;TMSM;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
PB-TMSM-2023;;Baterai;TMSM;Sistem Power;EverExceed;ES200;;;;;;;;active;
PC-TMSM-2019;;Charger;TMSM;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-TMSM-2023;;Tipe 1 Panel;TMSM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-TMSM-2023-2;;Tipe 2 Panel;TMSM;Sistem Power;;;;;;;;;;active;
SS-TMSM-2019;7528;Seismometer;TMSM;Sensor;Nanometrics;Trillium-Compact;40 Hz;40 Vpp;2019-10-01;;;;;active;
CIM-TMTMM-2020;222855;Modem Transceiver;TMTMM;Sistem Komunikasi;IDirect;Evolution-X1;;;2020-11-01;;;;;active;
COF-TMTMM-2023;;Feed;TMTMM;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-TMTMM-2020;86SN3639002604;LNB;TMTMM;Sistem Komunikasi;Norsat;Norsat C-band 3525F;;;2020-11-01;;;;;active;
COT-TMTMM-2020;A00960A07;SSPB;TMTMM;Sistem Komunikasi;Norsat;NJT8102F;;;2020-11-01;;;;;active;
COV-TMTMM-2023;;VSAT Antenna;TMTMM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-TMTMM-2020;;GPS Receiver;TMTMM;GPS;Trimble;Miniature-66800-XX;;;2020-11-01;;;;;active;
PB-TMTMM-2023;;Baterai;TMTMM;Sistem Power;EverExceed;ES200;;;;;;;;active;
PC-TMTMM-2020;260WP60MAI2000106, 260WP60MAI2000110, 260WP60MAI2000107;Charger;TMTMM;Sistem Power;LEN;LEN-Solar-Regulator;;;2020-11-01;;;;;active;
PSP-TMTMM-2023;;Tipe 1 Panel;TMTMM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-TMTMM-2023-2;;Tipe 2 Panel;TMTMM;Sistem Power;;;;;;;;;;active;
SS-TMTMM-2020;194023;Seismometer;TMTMM;Sensor;Metrozet;MBB-2;40 Hz;40 Vpp;2020-11-01;;;;;active;
CBM-TMTN-2020;1.47E+12;Modem;TMTN;Sistem Komunikasi;Robustel;R20004l;;;2020-12-04;;;;;active;
CIS-TMTN-2023;CN9BHDD0ZC;Switch;TMTN;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-TMTN-2020;7362;Digitizer;TMTN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-12-04;;;;;active;
M-TMTN-2023;;Storage Media;TMTN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-TMTN-2020;2192;Accelerometer;TMTN;Sensor;Nanometrics;Titan;;;2020-12-04;;;;;active;
CBM-TMUN-2022;1.47E+12;Modem;TMUN;Sistem Komunikasi;Robustel;R2000-4L;;;2022-10-17;;;;;active;
CIS-TMUN-2023;CN9BHDD5TD;Switch;TMUN;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-TMUN-2021;8262;Digitizer;TMUN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2021-08-13;;;;;active;
M-TMUN-2023;;Storage Media;TMUN;Storage Media;SanDisk;SD Card;;;;;;;;active;
SA-TMUN-2021;2429;Accelerometer;TMUN;Sensor;Nanometrics;TitanOpen;;;2021-08-13;;;;;active;
CIM-TNGI-2023;;Modem Transceiver;TNGI;Sistem Komunikasi;;;;;;;;;;active;
CIS-TNGI-2023;SO20190200038400010;Switch;TNGI;Sistem Komunikasi;Wintop;WT-RS2020;;;;;;;;active;
COF-TNGI-2023;;Feed;TNGI;Sistem Komunikasi;;;;;;;;;;active;
COR-TNGI-2023;;LNB;TNGI;Sistem Komunikasi;;;;;;;;;;active;
COT-TNGI-2023;;SSPB;TNGI;Sistem Komunikasi;;;;;;;;;;active;
COV-TNGI-2023;;VSAT Antenna;TNGI;Sistem Komunikasi;;;;;;;;;;active;
D-TNGI-2019;G17514DR6;Digitizer;TNGI;Data Logger;Geodevice;EDAS-24GN6;100 Hz;20 Vpp;2019-07-01;;;;;active;
GNA-TNGI-2019;;GNSS Antenna;TNGI;GPS;Trimble;GNSS-TiChoke-Ring;;;2019-07-01;;;;;active;
GN-TNGI-2019;5820R50008;GNSS;TNGI;GPS;Trimble;Net-R9;30 Hz;;2019-07-01;;;;;active;
GPR-TNGI-2019;;GPS Receiver;TNGI;GPS;Geodevice;IRIG-gps;;;2019-07-01;;;;;active;
M-TNGI-2023;;Storage Media;TNGI;Storage Media;;;;;;;;;;active;
PA-TNGI-2023;E742;DC Power;TNGI;Sistem Power;Tianyuan Shidai;IDP-E;;;;;;;;active;
PB-TNGI-2023;;Baterai;TNGI;Sistem Power;Panasonic;LC-Y12100S;;;;;;;;active;
SA-TNGI-2019;17436;Accelerometer;TNGI;Sensor;Geodevice;GL-A4;;;2019-07-01;;;;;active;
SS-TNGI-2019;G17498VS;Seismometer;TNGI;Sensor;Geodevice;GL-S120;;;2019-07-01;;;;;active;
SW-TNGI-2023;181220JLY2801017;Weather Sensor;TNGI;Sensor;Zhongke Nenghui;NHJLY2801;;;;;;;;active;
CBM-TNLN-2020;1.47E+12;Modem;TNLN;Sistem Komunikasi;Robustel;R20004l;;;2020-11-12;;;;;active;
CIS-TNLN-2023;CN9BHDD06T;Switch;TNLN;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-TNLN-2020;7577;Digitizer;TNLN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-11-12;;;;;active;
M-TNLN-2023;;Storage Media;TNLN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-TNLN-2020;2185;Accelerometer;TNLN;Sensor;Nanometrics;Titan;;;2020-11-12;;;;;active;
CIM-TNSR-2018;198141;Modem Transceiver;TNSR;Sistem Komunikasi;IDirect;Evolution-X3;;;2018-11-23;;;;;active;
COF-TNSR-2023;;Feed;TNSR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-TNSR-2018;A05025A3Y;LNB;TNSR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-11-23;;;;;active;
COV-TNSR-2023;;VSAT Antenna;TNSR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-TNSR-2018;65084;Digitizer;TNSR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2018-11-23;;;;;active;
SA-TNSR-2018;65084;Accelerometer;TNSR;Sensor;Meisei;G210S;;;2018-11-23;;;;;active;
CIM-TNTI-2014;174683;Modem Transceiver;TNTI;Sistem Komunikasi;IDirect;Evolution-X5;;;2014-09-06;;;;;active;
CIS-TNTI-2023;TAILB1085234;Switch;TNTI;Sistem Komunikasi;MOXA;EDS-316;;;;;;;;active;
COF-TNTI-2023;;Feed;TNTI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-TNTI-2014;3ZNI395002833;LNB;TNTI;Sistem Komunikasi;Norsat;3120;;;2014-09-06;;;;;active;
COV-TNTI-2023;;VSAT Antenna;TNTI;Sistem Komunikasi;Prodelin;1183-1.8m-C-Band;;;;;;;;active;
D-TNTI-2007;0100000B69C592D0;Digitizer;TNTI;Data Logger;Kinemetrics;Q330;;;2007-01-26;;;;;active;
GPR-TNTI-2007;;GPS Receiver;TNTI;GPS;Trimble;Miniature-66800-XX;;;2007-01-31;;;;;active;
PB-TNTI-2023;;Baterai;TNTI;Sistem Power;Sonnenschein;SB12-185A;;;;;;;;active;
SA-TNTI-2007;2249;Accelerometer;TNTI;Sensor;Kinemetrics;FBA-ES-T;40 Hz;40 Vpp;2007-01-31;;;;;active;
SS-TNTI-2007;50535;Seismometer;TNTI;Sensor;Streckeisen;STS-2;50 Hz;40 Vpp;2007-01-26;;;;;active;
SW-TNTI-2023;1034227;Weather Sensor;TNTI;Sensor;Reinhardt GmbH;DFT-55V;;;;;;;;active;
CBM-TNTN-2020;1.47E+12;Modem;TNTN;Sistem Komunikasi;Robustel;R20004l;;;2020-10-29;;;;;active;
CIS-TNTN-2023;CN9BHDD06X;Switch;TNTN;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-TNTN-2020;7363;Digitizer;TNTN;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2020-10-29;;;;;active;
M-TNTN-2023;;Storage Media;TNTN;Storage Media;SanDisk;SD-Card;;;;;;;;active;
SA-TNTN-2020;2186;Accelerometer;TNTN;Sensor;Nanometrics;Titan;;;2020-10-29;;;;;active;
CIM-TOCM-2019;2310;Modem Transceiver;TOCM;Sistem Komunikasi;Nanometrics;CYGNUS 205;;;2019-10-01;;;;;active;
COF-TOCM-2023;;Feed;TOCM;Sistem Komunikasi;;;;;;;;;;active;
COR-TOCM-2019;1808-N22618-00563;LNB;TOCM;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-TOCM-2019;A00757A84;SSPB;TOCM;Sistem Komunikasi;Norsat;NJT8102;;;2019-10-01;;;;;active;
COV-TOCM-2023;;VSAT Antenna;TOCM;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-TOCM-2019;;GPS Receiver;TOCM;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
PB-TOCM-2023;;Baterai;TOCM;Sistem Power;EverExceed;ES200;;;;;;;;active;
PC-TOCM-2019;333;Charger;TOCM;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-TOCM-2023;;Tipe 1 Panel;TOCM;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-TOCM-2023-2;;Tipe 2 Panel;TOCM;Sistem Power;;;;;;;;;;active;
SS-TOCM-2019;7276;Seismometer;TOCM;Sensor;Nanometrics;Trillium-Compact;40 Hz;40 Vpp;2019-10-01;;;;;active;
CBA-TOJI-2023;;GSM Antenna;TOJI;Sistem Komunikasi;;;;;;;;;;active;
CBM-TOJI-2023;1104540910;Modem;TOJI;Sistem Komunikasi;Teltonika;;;;;;;;;active;
CIM-TOJI-2019;218064;Modem Transceiver;TOJI;Sistem Komunikasi;iDirect;Evolution-X1;;;2019-10-01;;;;;active;
CIS-TOJI-2023;TAIIB1010576;Switch;TOJI;Sistem Komunikasi;Moxa;EDS-316;;;;;;;;active;
COF-TOJI-2023;;Feed;TOJI;Sistem Komunikasi;;;;;;;;;;active;
COR-TOJI-2019;1706-N20204-08417;LNB;TOJI;Sistem Komunikasi;Norsat;5250-F;;;2019-10-01;;;;;active;
COV-TOJI-2023;;VSAT Antenna;TOJI;Sistem Komunikasi;Skyware;180-1.8m-C-Band;;;;;;;;active;
SS-TOJI-2019;;Seismometer;TOJI;Sensor;Streckeisen;STS-2.5;20 Hz;40 Vpp;2019-10-01;;;;;active;
SW-TOJI-2023;1036642;Weather Sensor;TOJI;Sensor;Reinhardt GmbH;DFT-55V;;;;;;;;active;
CIM-TOLI2-2023;189386;Modem Transceiver;TOLI2;Sistem Komunikasi;IDirect;Evolution-X3;;;;;;;;active;
CIS-TOLI2-2023;TAILB1085239;Switch;TOLI2;Sistem Komunikasi;MOXA;EDS 316;;;;;;;;active;
COF-TOLI2-2023;;Feed;TOLI2;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-TOLI2-2012;42N1399002658;LNB;TOLI2;Sistem Komunikasi;Norsat;3120;;;2012-07-14;;;;;active;
COV-TOLI2-2023;;VSAT Antenna;TOLI2;Sistem Komunikasi;Prodelin;1183-1.8m-C-Band;;;;;;;;active;
D-TOLI2-2011;0100000B699CB7EB;Digitizer;TOLI2;Data Logger;Kinemetrics;Q330;;;2011-07-14;;;;;active;
GPR-TOLI2-2011;;GPS Receiver;TOLI2;GPS;Trimble;Miniature-66800-XX;;;2011-07-14;;;;;active;
PB-TOLI2-2023;;Baterai;TOLI2;Sistem Power;Sonnenschein;SB12-185A;;;;;;;;active;
SA-TOLI2-2011;2528;Accelerometer;TOLI2;Sensor;Kinemetrics;FBA-ES-T;50 Hz;40 Vpp;2011-07-14;;;;;active;
SS-TOLI2-2011;80643;Seismometer;TOLI2;Sensor;Streckeisen;STS-2;50 Hz;40 Vpp;2011-07-14;;;;;active;
SW-TOLI2-2023;1028912;Weather Sensor;TOLI2;Sensor;Reinhardt GmbH;DFT-1MV;;;;;;;;active;
CIM-TPCI-2019;2420;Modem Transceiver;TPCI;Sistem Komunikasi;Nanometrics;CYGNUS 210;;;2019-10-01;;;;;active;
COF-TPCI-2023;;Feed;TPCI;Sistem Komunikasi;;;;;;;;;;active;
COR-TPCI-2021;03N127802406;LNB;TPCI;Sistem Komunikasi;Norsat;Norsat-3525;;;2021-09-05;;;;;active;
COT-TPCI-2019;A00836A99;SSPB;TPCI;Sistem Komunikasi;New Japan Radio;NJT8102F;;;2019-10-01;;;;;active;
COV-TPCI-2023;;VSAT Antenna;TPCI;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
GPR-TPCI-2019;11490130;GPS Receiver;TPCI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
M-TPCI-2019;;VSAT Storage Media;TPCI;Storage Media;;;;;2019-10-01;;;;;active;
PB-TPCI-2019;;Baterai;TPCI;Sistem Power;EverExceed;ES200;;;2019-10-01;;;;;active;
PC-TPCI-2019;423;Charger;TPCI;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-TPCI-2023;;Tipe 1 Panel;TPCI;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-TPCI-2023-2;;Tipe 2 Panel;TPCI;Sistem Power;;;;;;;;;;active;
SS-TPCI-2019;630;Seismometer;TPCI;Sensor;Nanometrics;Horizon;40 Hz;40 Vpp;2019-10-01;;;;;active;
CIM-TPI-2018;;Modem Transceiver;TPI;Sistem Komunikasi;IDirect;Evolution-X3;;;2018-08-01;;;;;active;
CIS-TPI-2023;2181A33008286;Switch;TPI;Sistem Komunikasi;TP-Link;5-port-HUB;;;;;;;;active;
COF-TPI-2023;;Feed;TPI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-TPI-2018;A15766D65;LNB;TPI;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-08-01;;;;;active;
COV-TPI-2023;;VSAT Antenna;TPI;Sistem Komunikasi;Skyware;1.8M Antenna RX/TX C-Band Class I;;;;;;;;active;
CIM-TPJR-2021;1.47E+12;Modem Transceiver;TPJR;Sistem Komunikasi;Robustel;R2000-4L;;;2021-11-20;;;;;active;
COF-TPJR-2023;;Feed;TPJR;Sistem Komunikasi;Skyware;WR137 C-Band X-Pol;;;;;;;;active;
COR-TPJR-2018;A07781A5Z;LNB;TPJR;Sistem Komunikasi;New Japan Radio;NJS8486H;;;2018-07-18;;;;;active;
COV-TPJR-2023;;VSAT Antenna;TPJR;Sistem Komunikasi;Skyware;1183-1.8m-C-Band;;;;;;;;active;
D-TPJR-2018;172663;Digitizer;TPJR;Data Logger;Meisei;G210P;100 Hz;40 Vpp;2018-07-18;;;;;active;
SA-TPJR-2018;65111;Accelerometer;TPJR;Sensor;Meisei;G210S;;;2018-07-18;;;;;active;
CIM-TPRI-2019;2250;Modem Transceiver;TPRI;Sistem Komunikasi;Nanometrics;Cygnus210;;;2019-11-17;;;;;active;
COF-TPRI-2023;;Feed;TPRI;Sistem Komunikasi;Prodelin;WR137 C-Band X-Pol;;;;;;;;active;
COR-TPRI-2015;1XN134400368;LNB;TPRI;Sistem Komunikasi;Norsat;3525-PLL-LNB;;;2015-12-14;;;;;active;
COT-TPRI-2015;A03457E54;SSPB;TPRI;Sistem Komunikasi;New Japan Radio;NJT-5667-2W;;;2015-12-14;;;;;active;
COV-TPRI-2023;;VSAT Antenna;TPRI;Sistem Komunikasi;Prodelin;1251-2.4m-C-Band;;;;;;;;active;
D-TPRI-2019;5931;Digitizer;TPRI;Data Logger;Nanometrics;Centaur- 6;40 Hz;40 Vpp;2019-11-17;;;;;active;
D-TPRI-2019-2;5931;Digitizer;TPRI;Data Logger;Nanometrics;Centaur;100 Hz;40 Vpp;2019-11-17;;;;;active;
GPB-TPRI-2019;RH5986;GPS Board;TPRI;GPS;Nanometric;;;;2019-07-17;;;;;active;
GPR-TPRI-2019;11490648;GPS Receiver;TPRI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-11-17;;;;;active;
M-TPRI-2023;;Storage Media;TPRI;Storage Media;;;;;;;;;;active;
PB-TPRI-2021;;Baterai;TPRI;Sistem Power;Haze;HZY-SL12-70J;;;2021-11-20;;;;;active;
PC-TPRI-2006;611;Charger;TPRI;Sistem Power;Nanometrics;SolarRegulator;;;2006-01-01;;;;;active;
PSP-TPRI-2023;;Tipe 1 Panel;TPRI;Sistem Power;BP Solar;BP-350J;;;;;;;;active;
PSP-TPRI-2023-2;;Tipe 2 Panel;TPRI;Sistem Power;Solar World;SW-80;;;;;;;;active;
SA-TPRI-2019;1692;Accelerometer;TPRI;Sensor;Nanometrics;Titan open;;;2019-11-17;;;;;active;
SS-TPRI-2019;583;Seismometer;TPRI;Sensor;Nanometrics;Trillium Horizon;;;2019-11-17;;;;;active;
CIM-TPSI-2019;2285;Modem Transceiver;TPSI;Sistem Komunikasi;Nanometrics;Cygnus 210;;;2019-10-01;;;;;active;
CIM-TPSI-2023;1125097664;Modem Transceiver;TPSI;Sistem Komunikasi;Teltonika;Teltonika RUT955;;;2023-01-17;;;;;active;
COF-TPSI-2023;;Feed;TPSI;Sistem Komunikasi;;;;;;;;;;active;
COR-TPSI-2019;1901-N22618-00274;LNB;TPSI;Sistem Komunikasi;Norsat;Norsat-3520;;;2019-10-01;;;;;active;
COT-TPSI-2019;A00858A9X;SSPB;TPSI;Sistem Komunikasi;New Japan Radio;NJT8102;;;2019-10-01;;;;;active;
COV-TPSI-2023;;VSAT Antenna;TPSI;Sistem Komunikasi;Skyware;243-2.4m-C-Band;;;;;;;;active;
D-TPSI-2019;5974;Digitizer;TPSI;Data Logger;Nanometrics;Centaur;;;2019-10-01;;;;;active;
GPR-TPSI-2019;05D80506;GPS Receiver;TPSI;GPS;Trimble;Bullet-GPS-Antenna-3V;;;2019-10-01;;;;;active;
M-TPSI-2019;;Storage Media;TPSI;Storage Media;;;;;2019-10-01;;;;;active;
M-TPSI-2019-2;;VSAT Storage Media;TPSI;Storage Media;;;;;2019-10-01;;;;;active;
PB-TPSI-2019;;Baterai;TPSI;Sistem Power;EverExceed;ES200;;;2019-10-01;;;;;active;
PC-TPSI-2019;388;Charger;TPSI;Sistem Power;Nanometrics;SolarRegulator;;;2019-10-01;;;;;active;
PSP-TPSI-2023;;Tipe 1 Panel;TPSI;Sistem Power;PT LEN;LEN-260;;;;;;;;active;
PSP-TPSI-2023-2;;Tipe 2 Panel;TPSI;Sistem Power;;;;;;;;;;active;
SA-TPSI-2019;1902;Accelerometer;TPSI;Sensor;Nanometrics;Titan;100 Hz;40 Vpp;2019-10-01;;;;;active;
SS-TPSI-2019;648;Seismometer;TPSI;Sensor;Nanometrics;Horizon;40 Hz;40 Vpp;2019-10-01;;;;;active;
CIM-TPTI-2019;27300;Modem Transceiver;TPTI;Sistem Komunikasi;iDirect;iDirect IQ Dekstop;;;2019-11-01;;;;;active;
CIS-TPTI-2023;SO20171200098700009;Switch;TPTI;Sistem Komunikasi;Wintop;WT-RS2020;;;;;;;;active;
COF-TPTI-2023;;Feed;TPTI;Sistem Komunikasi;Prodelin;;;;;;;;;active;
COR-TPTI-2019;A04673A62;LNB;TPTI;Sistem Komunikasi;NJRC-NJS8487S;NJS8487S;;;2019-10-23;;;;;active;
COT-TPTI-2019;A18844D68;SSPB;TPTI;Sistem Komunikasi;NJRC NJT5669F;NJT5669F – 5W;;;2019-10-23;;;;;active;
COV-TPTI-2023;;VSAT Antenna;TPTI;Sistem Komunikasi;Skyware VSAT;1.8m CBAND Anttena;;;;;;;;active;
D-TPTI-2019;G17671DR6;Digitizer;TPTI;Data Logger;Geodevice;EDAS-24GN6;100 Hz;20 Vpp;2019-11-01;;;;;active;
GNA-TPTI-2019;;GNSS Antenna;TPTI;GPS;Trimble;GNSS-TiChoke-Ring;;;2019-11-01;;;;;active;
GN-TPTI-2019;5832R50298;GNSS;TPTI;GPS;Trimble;Net-R9;30 Hz;;2019-11-01;;;;;active;
GPR-TPTI-2019;;GPS Receiver;TPTI;GPS;Geodevice;IRIG-gps;;;2019-11-01;;;;;active;
M-TPTI-2023;;Storage Media;TPTI;Storage Media;;;;;;;;;;active;
PB-TPTI-2023;;Baterai;TPTI;Sistem Power;Panasonic;LC-Y12100S;;;;;;;;active;
PSC-TPTI-2019;;Solar Charger Komunikasi;TPTI;Sistem Power;EastWest Energy;SC MAX4024;;;2019-11-01;;;;;active;
PSC-TPTI-2019-2;;Solar Charger Data;TPTI;Sistem Power;EastWest Energy;SC MAX4024;;;2019-11-01;;;;;active;
PSP-TPTI-2023;;Tipe 1 Panel;TPTI;Sistem Power;SUNPOWER;SPJS100-12;;;;;;;;active;
PSP-TPTI-2023-2;;Tipe 2 Panel;TPTI;Sistem Power;SUNPOWER;SPJS100-12;;;;;;;;active;
SA-TPTI-2019;17440;Accelerometer;TPTI;Sensor;Geodevice;GL-A4;;;2019-11-01;;;;;active;
SS-TPTI-2019;G17495VS;Seismometer;TPTI;Sensor;Geodevice;GL-S120;;;2019-11-01;;;;;active;
SW-TPTI-2023;181220JLY2801021;Weather Sensor;TPTI;Sensor;Zhongke Nenghui;NHJLY2801;;;;;;;;active;
CBM-TRES-2021;1.47E+12;Modem;TRES;Sistem Komunikasi;Robustel;R2000-4L;;;2021-04-18;;;;;active;
CIS-TRES-2023;CN9AHDD5LL;Switch;TRES;Sistem Komunikasi;HP;HPE 1420;;;;;;;;active;
D-TRES-2010;705;Digitizer;TRES;Data Logger;Nanometrics;Taurus;100 Hz;40 Vpp;2010-01-01;;;;;active;
M-TRES-2023;;Storage Media;TRES;Storage Media;SanDisk;Compact-Flash;;;;;;;;active;
SA-TRES-2010;487;Accelerometer;TRES;Sensor;Metrozet;TSA-100S;;;2010-01-01;;;;;active;
